[zipcode=]충북 제천시 강제동 강저휴먼시아2단지아파트 (201∼205동) 49800 ]
[zipcode=]충북 제천시 강제동 강저휴먼시아3단지아파트 (301∼309동) 49801 ]
[zipcode=]충북 제천시 강제동  49802 ]
[zipcode=]충북 청원군 낭성면 지산리  52035 ]
[zipcode=]충북 청원군 낭성면 추정리  52036 ]
[zipcode=]충북 청원군 낭성면 현암리  52037 ]
[zipcode=]충북 청원군 낭성면 호정리  52038 ]
[zipcode=]충북 청원군 낭성면  52039 ]
[zipcode=]충북 청원군 문의면 괴곡리  52040 ]
[zipcode=]충북 청원군 문의면 구룡리  52041 ]
[zipcode=]충북 청원군 문의면 남계리  52042 ]
[zipcode=]충북 청원군 문의면 노현리  52043 ]
[zipcode=]충북 청원군 문의면 덕유리  52044 ]
[zipcode=]충북 청원군 문의면 도원리  52045 ]
[zipcode=]충북 청원군 문의면 두모리  52046 ]
[zipcode=]충북 청원군 문의면 등동리  52047 ]
[zipcode=]충북 청원군 문의면 마구리  52048 ]
[zipcode=]충북 청원군 문의면 마동리  52049 ]
[zipcode=]충북 청원군 문의면 묘암리  52050 ]
[zipcode=]충북 청원군 문의면 문덕리  52051 ]
[zipcode=]충북 청원군 문의면 문산리  52052 ]
[zipcode=]충북 청원군 문의면 미천리  52053 ]
[zipcode=]충북 청원군 문의면 산덕리  52054 ]
[zipcode=]충북 청원군 문의면 상장리  52055 ]
[zipcode=]충북 청원군 문의면 소전리  52056 ]
[zipcode=]충북 청원군 문의면 신대리  52057 ]
[zipcode=]충북 청원군 문의면 염티리  52058 ]
[zipcode=]충북 청원군 문의면 품곡리  52059 ]
[zipcode=]충북 청원군 문의면 후곡리  52060 ]
[zipcode=]충북 청원군 문의면  52061 ]
[zipcode=]충북 청원군 미원면 가양리  52062 ]
[zipcode=]충북 청원군 미원면 계원리  52063 ]
[zipcode=]충북 청원군 미원면 구방리  52064 ]
[zipcode=]충북 청원군 미원면 금관리  52065 ]
[zipcode=]충북 청원군 미원면 기암리  52066 ]
[zipcode=]충북 청원군 미원면 내산리  52067 ]
[zipcode=]충북 청원군 미원면 대덕리  52068 ]
[zipcode=]충북 청원군 미원면 대신리  52069 ]
[zipcode=]충북 청원군 미원면 미원리  52070 ]
[zipcode=]충북 청원군 미원면 성대리  52071 ]
[zipcode=]충북 청원군 미원면 수산리  52072 ]
[zipcode=]충북 청원군 미원면 쌍이리  52073 ]
[zipcode=]충북 청원군 미원면 어암리  52074 ]
[zipcode=]충북 청원군 미원면 옥화리  52075 ]
[zipcode=]충북 청원군 미원면 용곡리  52076 ]
[zipcode=]충북 청원군 미원면 운교리  52077 ]
[zipcode=]충북 청원군 미원면 운암리  52078 ]
[zipcode=]충북 청원군 미원면 운용리  52079 ]
[zipcode=]충북 청원군 미원면 월용리  52080 ]
[zipcode=]충북 청원군 미원면 종암리  52081 ]
[zipcode=]충북 청원군 미원면 중리  52082 ]
[zipcode=]충북 청원군 미원면 화원리  52083 ]
[zipcode=]충북 청원군 미원면 화창리  52084 ]
[zipcode=]충북 청원군 미원면  52085 ]
[zipcode=]충북 청원군 남이면 부용외천리  52086 ]
[zipcode=]충북 청원군 북이면 광암리  52087 ]
[zipcode=]충북 청원군 북이면 금대리  52088 ]
[zipcode=]충북 청원군 북이면 금암리  52089 ]
[zipcode=]충북 청원군 북이면 내둔리  52090 ]
[zipcode=]충북 청원군 북이면 내추리  52091 ]
[zipcode=]충북 청원군 북이면 대길리  52092 ]
[zipcode=]충북 청원군 북이면 대율리  52093 ]
[zipcode=]충북 청원군 북이면 부연리  52094 ]
[zipcode=]충북 청원군 북이면 서당리  52095 ]
[zipcode=]충북 청원군 북이면 석성리  52096 ]
[zipcode=]충북 청원군 북이면 석화리  52097 ]
[zipcode=]충북 청원군 북이면 선암리  52098 ]
[zipcode=]충북 청원군 북이면 송정리  52099 ]
[zipcode=]충북 청원군 북이면 신기리  52100 ]
[zipcode=]충북 청원군 북이면 신대리  52101 ]
[zipcode=]충북 청원군 북이면 영하리  52102 ]
[zipcode=]충북 청원군 북이면 옥수리  52103 ]
[zipcode=]충북 청원군 북이면 용계리  52104 ]
[zipcode=]충북 청원군 북이면 장양리  52105 ]
[zipcode=]충북 청원군 북이면 장재리  52106 ]
[zipcode=]충북 청원군 북이면 추학리  52107 ]
[zipcode=]충북 청원군 북이면 토성리  52108 ]
[zipcode=]충북 청원군 북이면 현암리  52109 ]
[zipcode=]충북 청원군 북이면 호명리  52110 ]
[zipcode=]충북 청원군 북이면 화상리  52111 ]
[zipcode=]충북 청원군 북이면 화하리  52112 ]
[zipcode=]충북 청원군 북이면  52113 ]
[zipcode=]충북 청원군 옥산면 가락리  52114 ]
[zipcode=]충북 청원군 옥산면 국사리  52115 ]
[zipcode=]충북 청원군 옥산면 금계리  52116 ]
[zipcode=]충북 청원군 옥산면 남촌리  52117 ]
[zipcode=]충북 청원군 옥산면 덕촌리  52118 ]
[zipcode=]충북 청원군 옥산면 동림리  52119 ]
[zipcode=]충북 청원군 옥산면 사정리  52120 ]
[zipcode=]충북 청원군 옥산면 소로리  52121 ]
[zipcode=]충북 청원군 옥산면 수락리  52122 ]
[zipcode=]충북 청원군 옥산면 신촌리  52123 ]
[zipcode=]충북 청원군 옥산면 오산리  52124 ]
[zipcode=]충북 청원군 옥산면 장남리  52125 ]
[zipcode=]충북 청원군 옥산면 장동리  52126 ]
[zipcode=]충북 청원군 옥산면 호죽리  52127 ]
[zipcode=]충북 청원군 옥산면 환희리  52128 ]
[zipcode=]충북 청원군 옥산면  52129 ]
[zipcode=]충북 청원군 현도면 노산리  52130 ]
[zipcode=]충북 청원군 현도면 달계리  52131 ]
[zipcode=]충북 청원군 현도면 매봉리  52132 ]
[zipcode=]충북 청원군 현도면 상삼리  52133 ]
[zipcode=]충북 청원군 현도면 선동리  52134 ]
[zipcode=]충북 청원군 현도면 시동리  52135 ]
[zipcode=]충북 청원군 현도면 시목리  52136 ]
[zipcode=]충북 청원군 현도면 양지리  52137 ]
[zipcode=]충북 청원군 현도면 우록리  52138 ]
[zipcode=]충북 청원군 현도면 죽암리  52139 ]
[zipcode=]충북 청원군 현도면 죽전리  52140 ]
[zipcode=]충북 청원군 현도면 중삼리  52141 ]
[zipcode=]충북 청원군 현도면 중척리  52142 ]
[zipcode=]충북 청원군 현도면 하석리  52143 ]
[zipcode=]충북 청원군 현도면  52144 ]
