[zipcode=]충남 계룡시 금암동 계룡시청  46703 ]
[zipcode=]충남 아산시 둔포면 산전리  47956 ]
[zipcode=]충남 아산시 둔포면 석곡리  47957 ]
[zipcode=]충남 아산시 둔포면 송용리  47958 ]
[zipcode=]충남 아산시 둔포면 시포리  47959 ]
[zipcode=]충남 아산시 둔포면 신남1리  47960 ]
[zipcode=]충남 아산시 둔포면 신남2리  47961 ]
[zipcode=]충남 아산시 둔포면 신남3리  47962 ]
[zipcode=]충남 아산시 둔포면 신남4리  47963 ]
[zipcode=]충남 아산시 둔포면 신남5리  47964 ]
[zipcode=]충남 아산시 둔포면 신남리  47965 ]
[zipcode=]충남 아산시 둔포면 신법리  47966 ]
[zipcode=]충남 아산시 둔포면 신양리  47967 ]
[zipcode=]충남 아산시 둔포면 신왕리  47968 ]
[zipcode=]충남 아산시 둔포면 신항리  47969 ]
[zipcode=]충남 아산시 둔포면 염작리  47970 ]
[zipcode=]충남 아산시 둔포면 운교리  47971 ]
[zipcode=]충남 아산시 둔포면 운용리  47972 ]
[zipcode=]충남 아산시 둔포면  47973 ]
[zipcode=]충남 아산시 선장면 가산리  47974 ]
[zipcode=]충남 아산시 선장면 군덕리  47975 ]
[zipcode=]충남 아산시 선장면 궁평리  47976 ]
[zipcode=]충남 아산시 선장면 대정리  47977 ]
[zipcode=]충남 아산시 선장면 대흥리  47978 ]
[zipcode=]충남 아산시 선장면 돈포리  47979 ]
[zipcode=]충남 아산시 선장면 선창리  47980 ]
[zipcode=]충남 아산시 선장면 신덕리  47981 ]
[zipcode=]충남 아산시 선장면 신동리  47982 ]
[zipcode=]충남 아산시 선장면 신문리  47983 ]
[zipcode=]충남 아산시 선장면 신성리  47984 ]
[zipcode=]충남 아산시 선장면 장곳리  47985 ]
[zipcode=]충남 아산시 선장면 죽산리  47986 ]
[zipcode=]충남 아산시 선장면 홍곳리  47987 ]
[zipcode=]충남 아산시 선장면  47988 ]
[zipcode=]충남 아산시 송악면 강당리  47989 ]
[zipcode=]충남 아산시 송악면 강장리  47990 ]
[zipcode=]충남 아산시 송악면 거산리  47991 ]
[zipcode=]충남 아산시 송악면 궁평리  47992 ]
[zipcode=]충남 아산시 송악면 동화리  47993 ]
[zipcode=]충남 아산시 송악면 마곡리  47994 ]
[zipcode=]충남 아산시 송악면 송학리  47995 ]
[zipcode=]충남 아산시 송악면 수곡리  47996 ]
[zipcode=]충남 아산시 송악면 역촌리  47997 ]
[zipcode=]충남 아산시 송악면 외암리  47998 ]
[zipcode=]충남 아산시 송악면 유곡리  47999 ]
[zipcode=]충남 아산시 송악면 종곡리  48000 ]
[zipcode=]충남 아산시 송악면 평촌리  48001 ]
[zipcode=]충남 아산시 송악면  48002 ]
[zipcode=]충남 아산시 신창면 가내리  48003 ]
[zipcode=]충남 아산시 신창면 가덕리  48004 ]
[zipcode=]충남 아산시 신창면 궁화리  48005 ]
[zipcode=]충남 아산시 신창면 남성6리 신일유토빌아파트 (101∼104동) 48006 ]
[zipcode=]충남 아산시 신창면 남성7리 샘마을아파트 (101∼107동) 48007 ]
[zipcode=]충남 아산시 신창면 남성8리 상아아파트 (101∼105동) 48008 ]
[zipcode=]충남 아산시 신창면 남성12리 주공소화마을아파트 (101∼110동) 48009 ]
[zipcode=]충남 아산시 신창면 남성13리 코아루에듀파크아파트 (101∼111동) 48010 ]
[zipcode=]충남 아산시 신창면 남성1리  48011 ]
[zipcode=]충남 아산시 신창면 남성2리 아산코아루아파트 (101∼106동) 48012 ]
[zipcode=]충남 아산시 신창면 남성2리  48013 ]
[zipcode=]충남 아산시 신창면 남성3리  48014 ]
[zipcode=]충남 아산시 신창면 남성4리 아산장미아파트 (1∼8동) 48015 ]
[zipcode=]충남 아산시 신창면 남성4리  48016 ]
[zipcode=]충남 아산시 신창면 남성리  48017 ]
[zipcode=]충남 아산시 신창면 수장리  48018 ]
[zipcode=]충남 아산시 신창면 신곡리  48019 ]
[zipcode=]충남 아산시 신창면 신달리  48020 ]
[zipcode=]충남 아산시 신창면 오목리  48021 ]
[zipcode=]충남 아산시 신창면 읍내리 경희학성아파트 (101∼109동) 48022 ]
[zipcode=]충남 아산시 신창면 읍내리 순천향대학교  48023 ]
[zipcode=]충남 아산시 신창면 읍내리  48024 ]
[zipcode=]충남 아산시 신창면 창암리  48025 ]
[zipcode=]충남 아산시 신창면 행목리 대주아파트 (101∼107동) 48026 ]
[zipcode=]충남 아산시 신창면 행목리 아산친오애아파트 (101∼108동) 48027 ]
[zipcode=]충남 아산시 신창면 행목리 한국폴리텍Ⅳ대학아산캠퍼스  48028 ]
[zipcode=]충남 아산시 신창면 행목리  48029 ]
[zipcode=]충남 아산시 신창면 황산리  48030 ]
[zipcode=]충남 아산시 신창면  48031 ]
[zipcode=]충남 아산시 영인면 구성리  48032 ]
[zipcode=]충남 아산시 영인면 백석포리  48033 ]
[zipcode=]충남 아산시 영인면 상성리  48034 ]
[zipcode=]충남 아산시 영인면 성내리  48035 ]
[zipcode=]충남 아산시 영인면 신봉리  48036 ]
[zipcode=]충남 아산시 영인면 신운리  48037 ]
[zipcode=]충남 아산시 영인면 신현리  48038 ]
[zipcode=]충남 아산시 영인면 신화리  48039 ]
[zipcode=]충남 아산시 영인면 아산리  48040 ]
[zipcode=]충남 아산시 영인면 역리  48041 ]
[zipcode=]충남 아산시 영인면 와우리  48042 ]
[zipcode=]충남 아산시 영인면 월선리  48043 ]
[zipcode=]충남 아산시 영인면 창용리  48044 ]
[zipcode=]충남 아산시 영인면  48045 ]
[zipcode=]충남 아산시 음봉면 덕지리 더샵레이크사이드아파트 (101∼124동) 48046 ]
[zipcode=]충남 아산시 음봉면 덕지리 초원아파트 (101∼105동) 48047 ]
[zipcode=]충남 아산시 음봉면 덕지리  48048 ]
[zipcode=]충남 아산시 음봉면 동암리  48049 ]
[zipcode=]충남 아산시 음봉면 동천리  48050 ]
[zipcode=]충남 아산시 음봉면 산동리 삼일원앙아파트 (101∼111동) 48051 ]
[zipcode=]충남 아산시 음봉면 산동리  48052 ]
[zipcode=]충남 아산시 음봉면 산정리  48053 ]
[zipcode=]충남 아산시 음봉면 삼거리  48054 ]
[zipcode=]충남 아산시 음봉면 소동리  48055 ]
[zipcode=]충남 아산시 음봉면 송촌리  48056 ]
[zipcode=]충남 아산시 음봉면 신수리  48057 ]
[zipcode=]충남 아산시 음봉면 신정리  48058 ]
[zipcode=]충남 아산시 음봉면 신휴리  48059 ]
[zipcode=]충남 아산시 음봉면 쌍룡리  48060 ]
[zipcode=]충남 아산시 음봉면 쌍암리  48061 ]
[zipcode=]충남 아산시 음봉면 원남리  48062 ]
[zipcode=]충남 아산시 음봉면 월랑리  48063 ]
[zipcode=]충남 아산시 음봉면 의식리  48064 ]
[zipcode=]충남 아산시 음봉면  48065 ]
[zipcode=]충남 아산시 인주면 걸매리 인주지방산업단지  48066 ]
[zipcode=]충남 아산시 인주면 해암리 미진무지개아파트 (101∼104동) 48067 ]
[zipcode=]충남 아산시 인주면 현대자동차아산공장  48068 ]
[zipcode=]충남 아산시 인주면 걸매리  48069 ]
[zipcode=]충남 아산시 인주면 공세리  48070 ]
[zipcode=]충남 아산시 인주면 관암리  48071 ]
[zipcode=]충남 아산시 인주면 금성리  48072 ]
[zipcode=]충남 아산시 인주면 냉정리  48073 ]
[zipcode=]충남 아산시 인주면 대음리  48074 ]
[zipcode=]충남 아산시 인주면 도흥리  48075 ]
[zipcode=]충남 아산시 인주면 모원리  48076 ]
[zipcode=]충남 아산시 인주면 문방리  48077 ]
[zipcode=]충남 아산시 인주면 밀두리  48078 ]
[zipcode=]충남 아산시 인주면 신성리  48079 ]
[zipcode=]충남 아산시 인주면 해암리  48080 ]
[zipcode=]충남 아산시 인주면  48081 ]
[zipcode=]충남 아산시 탕정면 갈산리 선문대학교  48082 ]
[zipcode=]충남 아산시 탕정면 명암리 삼성디스플레이(주)아산캠퍼스  48083 ]
[zipcode=]충남 아산시 탕정면 명암리 삼성코닝정밀유리  48084 ]
[zipcode=]충남 아산시 탕정면 명암리 탕정삼성트라팰리스아파트 (101∼104동) 48085 ]
[zipcode=]충남 아산시 탕정면 명암리 탕정삼성트라팰리스아파트 (201∼204동) 48086 ]
[zipcode=]충남 아산시 탕정면 명암리 탕정삼성트라팰리스아파트 (301∼304동) 48087 ]
[zipcode=]충남 아산시 탕정면 삼성크리스탈기숙사  48088 ]
[zipcode=]충남 아산시 탕정면 호산5리 홍익아파트 (101∼108동) 48089 ]
[zipcode=]충남 아산시 탕정면 갈산리  48090 ]
[zipcode=]충남 아산시 탕정면 동산리  48091 ]
[zipcode=]충남 아산시 탕정면 매곡리  48092 ]
[zipcode=]충남 아산시 탕정면 명암1리  48093 ]
[zipcode=]충남 아산시 탕정면 명암2리  48094 ]
[zipcode=]충남 아산시 탕정면 명암3리  48095 ]
[zipcode=]충남 아산시 탕정면 명암4리  48096 ]
[zipcode=]충남 아산시 탕정면 명암리  48097 ]
[zipcode=]충남 아산시 탕정면 용두리  48098 ]
[zipcode=]충남 아산시 탕정면 호산1리  48099 ]
[zipcode=]충남 아산시 탕정면 호산2리  48100 ]
[zipcode=]충남 아산시 탕정면 호산3리  48101 ]
[zipcode=]충남 아산시 탕정면 호산4리  48102 ]
[zipcode=]충남 아산시 탕정면 호산5리  48103 ]
[zipcode=]충남 아산시 탕정면 호산리  48104 ]
[zipcode=]충남 아산시 탕정면  48105 ]
[zipcode=]충남 아산시 아산우체국사서함  48106 ]
[zipcode=]충남 천안시 동남구 구룡동  48107 ]
[zipcode=]충남 천안시 동남구 구성동 신성미소지움아파트 (101∼112동) 48108 ]
[zipcode=]충남 천안시 동남구 구성동 1∼399 48109 ]
[zipcode=]충남 천안시 동남구 구성동 400∼460 48110 ]
[zipcode=]충남 천안시 동남구 구성동 461∼530 48111 ]
[zipcode=]충남 천안시 동남구 구성동  48112 ]
[zipcode=]충남 천안시 동남구 다가동 주공4단지아파트 (101∼121동) 48113 ]
[zipcode=]충남 천안시 동남구 다가동  48114 ]
[zipcode=]충남 천안시 동남구 대흥동  48115 ]
[zipcode=]충남 천안시 동남구 문화동 동남구청  48116 ]
[zipcode=]충남 천안시 동남구 문화동  48117 ]
[zipcode=]충남 천안시 동남구 봉명동 순천향대학교천안병원  48118 ]
[zipcode=]충남 천안시 동남구 봉명동 청솔3차아파트 (301∼309동) 48119 ]
[zipcode=]충남 천안시 동남구 봉명동 1∼42 48120 ]
[zipcode=]충남 천안시 동남구 봉명동 43∼205 48121 ]
[zipcode=]충남 천안시 동남구 봉명동 206∼500 48122 ]
[zipcode=]충남 천안시 동남구 봉명동  48123 ]
[zipcode=]충남 천안시 동남구 사직동  48124 ]
[zipcode=]충남 천안시 동남구 삼룡동 선문대학교천안캠퍼스  48125 ]
[zipcode=]충남 천안시 동남구 삼룡동  48126 ]
[zipcode=]충남 천안시 동남구 성황동 KT천안지사  48127 ]
[zipcode=]충남 천안시 동남구 성황동  48128 ]
[zipcode=]충남 천안시 동남구 신방동 두레현대아파트 (101∼206동) 48129 ]
[zipcode=]충남 천안시 동남구 신방동 성지새말아파트 (101∼208동) 48130 ]
[zipcode=]충남 천안시 동남구 신방동 신동아아파트 (101∼104동) 48131 ]
[zipcode=]충남 천안시 동남구 신방동 신방푸르지오아파트 (101∼106동) 48132 ]
[zipcode=]충남 천안시 동남구 신방동 신방한라비발디아파트 (101∼113동) 48133 ]
[zipcode=]충남 천안시 동남구 신방동 신방한성필하우스아파트 (101∼118동) 48134 ]
[zipcode=]충남 천안시 동남구 신방동 초원아파트 (101∼116동) 48135 ]
[zipcode=]충남 천안시 동남구 신방동 한라동백2차아파트 (101∼108동) 48136 ]
[zipcode=]충남 천안시 동남구 신방동 향촌현대아파트 (301∼308동) 48137 ]
[zipcode=]충남 천안시 동남구 신방동 1∼99 48138 ]
[zipcode=]충남 천안시 동남구 신방동 100∼700 48139 ]
[zipcode=]충남 천안시 동남구 신방동 701∼1600 48140 ]
[zipcode=]충남 천안시 동남구 신방동  48141 ]
[zipcode=]충남 천안시 동남구 신부동 경남아너스빌아파트 (101∼104동) 48142 ]
[zipcode=]충남 천안시 동남구 신부동 단국대학교치과대학  48143 ]
[zipcode=]충남 천안시 동남구 신부동 대림아파트 (101∼305동) 48144 ]
[zipcode=]충남 천안시 동남구 신부동 대전지방검찰청천안지청  48145 ]
[zipcode=]충남 천안시 동남구 신부동 대전지방법원천안지원  48146 ]
[zipcode=]충남 천안시 동남구 신부동 동아아파트 (101∼109동) 48147 ]
[zipcode=]충남 천안시 동남구 신부동 방죽안휴먼시아아파트 (101∼106동) 48148 ]
[zipcode=]충남 천안시 동남구 신부동 삼성생명빌딩  48149 ]
[zipcode=]충남 천안시 동남구 신부동 신세계백화점충청점  48150 ]
[zipcode=]충남 천안시 동남구 신부동 (주)아라리오  48151 ]
[zipcode=]충남 천안시 동남구 신부동 우방아파트 (101∼107동) 48152 ]
[zipcode=]충남 천안시 동남구 신부동 우방유쉘아파트 (101∼301동) 48153 ]
[zipcode=]충남 천안시 동남구 신부동 주공2단지아파트 (201∼249동) 48154 ]
[zipcode=]충남 천안시 동남구 신부동 한화생명빌딩  48155 ]
[zipcode=]충남 천안시 동남구 신부동 1∼57 48156 ]
[zipcode=]충남 천안시 동남구 신부동 58∼61 48157 ]
[zipcode=]충남 천안시 동남구 신부동 62∼99 48158 ]
[zipcode=]충남 천안시 동남구 신부동 100∼200 48159 ]
[zipcode=]충남 천안시 동남구 신부동 201∼250 48160 ]
[zipcode=]충남 천안시 동남구 신부동 251∼366 48161 ]
[zipcode=]충남 천안시 동남구 신부동 367∼466 48162 ]
[zipcode=]충남 천안시 동남구 신부동 467∼541 48163 ]
[zipcode=]충남 천안시 동남구 신부동 542∼600 48164 ]
[zipcode=]충남 천안시 동남구 신부동 601∼1500 48165 ]
[zipcode=]충남 천안시 동남구 신부동  48166 ]
[zipcode=]충남 천안시 동남구 쌍용동 548∼564 48167 ]
[zipcode=]충남 천안시 동남구 안서동 고운여의주아파트 (101∼103동) 48168 ]
[zipcode=]충남 천안시 동남구 안서동 단국대학교의과대학부속병원  48169 ]
[zipcode=]충남 천안시 동남구 안서동 단국대학교천안캠퍼스  48170 ]
[zipcode=]충남 천안시 동남구 안서동 대림e-편한세상아파트 (101∼201동) 48171 ]
[zipcode=]충남 천안시 동남구 안서동 백석대학교  48172 ]
[zipcode=]충남 천안시 동남구 안서동 백석문화대학교  48173 ]
[zipcode=]충남 천안시 동남구 안서동 부경파크빌2차아파트 (101∼109동) 48174 ]
[zipcode=]충남 천안시 동남구 안서동 상명대학교천안캠퍼스  48175 ]
[zipcode=]충남 천안시 동남구 안서동 안서금호어울림아파트 (101∼105동) 48176 ]
[zipcode=]충남 천안시 동남구 안서동 호서대학교천안캠퍼스  48177 ]
[zipcode=]충남 천안시 동남구 안서동 1∼130 48178 ]
[zipcode=]충남 천안시 동남구 안서동 131∼290 48179 ]
[zipcode=]충남 천안시 동남구 안서동 291∼542 48180 ]
[zipcode=]충남 천안시 동남구 안서동  48181 ]
[zipcode=]충남 천안시 동남구 영성동  48182 ]
[zipcode=]충남 천안시 동남구 오룡동  48183 ]
[zipcode=]충남 천안시 동남구 용곡동 동일하이빌아파트 (101∼204동) 48184 ]
[zipcode=]충남 천안시 동남구 용곡동 용곡1차세광엔리치타워아파트 (101∼111동) 48185 ]
[zipcode=]충남 천안시 동남구 용곡동 용곡마을세광2차엔리치타워아파트 (201∼215동) 48186 ]
[zipcode=]충남 천안시 동남구 용곡동 용곡우림필유아파트 (101∼108동) 48187 ]
[zipcode=]충남 천안시 동남구 용곡동 용곡한라비발디아파트 (101∼120동) 48188 ]
[zipcode=]충남 천안시 동남구 용곡동 현대아이파크아파트 (101∼107동) 48189 ]
[zipcode=]충남 천안시 동남구 용곡동  48190 ]
[zipcode=]충남 천안시 동남구 원성1동 1∼120 48191 ]
[zipcode=]충남 천안시 동남구 원성1동 129∼200 48192 ]
[zipcode=]충남 천안시 동남구 원성1동 201∼283 48193 ]
[zipcode=]충남 천안시 동남구 원성1동 307∼349 48194 ]
[zipcode=]충남 천안시 동남구 원성1동 399∼400 48195 ]
[zipcode=]충남 천안시 동남구 원성1동 433∼509 48196 ]
[zipcode=]충남 천안시 동남구 원성1동  48197 ]
[zipcode=]충남 천안시 동남구 원성2동 121∼128 48198 ]
[zipcode=]충남 천안시 동남구 원성2동 510∼1000 48199 ]
[zipcode=]충남 천안시 동남구 원성2동 284∼306 48200 ]
[zipcode=]충남 천안시 동남구 원성2동 350∼398 48201 ]
[zipcode=]충남 천안시 동남구 원성2동 401∼429 48202 ]
[zipcode=]충남 천안시 동남구 원성2동 431∼432 48203 ]
[zipcode=]충남 천안시 동남구 원성2동  48204 ]
[zipcode=]충남 천안시 동남구 원성동  48205 ]
[zipcode=]충남 천안시 동남구 유량동 지식경제공무원교육원  48206 ]
[zipcode=]충남 천안시 동남구 유량동  48207 ]
[zipcode=]충남 천안시 동남구 청당동 국민건강보험공단천안지사  48208 ]
[zipcode=]충남 천안시 동남구 청당동 국민연금공단천안지사  48209 ]
[zipcode=]충남 천안시 동남구 청당동 동천안우체국  48210 ]
[zipcode=]충남 천안시 동남구 청당동 천안동남경찰서  48211 ]
[zipcode=]충남 천안시 동남구 청당동 천안세무서  48212 ]
[zipcode=]충남 천안시 동남구 청당동 청당마을신도브래뉴아파트 (101∼111동) 48213 ]
[zipcode=]충남 천안시 동남구 청당동 청당벽산블루밍아파트 (101∼117동) 48214 ]
[zipcode=]충남 천안시 동남구 청당동 청당산운마을5단지아파트 (501∼508동) 48215 ]
