[zipcode=]경북 경산시 갑제동 한국조폐공사화폐본부  34522 ]
[zipcode=]경북 문경시 농암면 율수리  35941 ]
[zipcode=]경북 문경시 농암면 종곡1리  35942 ]
[zipcode=]경북 문경시 농암면 종곡2리  35943 ]
[zipcode=]경북 문경시 농암면 종곡3리  35944 ]
[zipcode=]경북 문경시 농암면 종곡리  35945 ]
[zipcode=]경북 문경시 농암면 지동리  35946 ]
[zipcode=]경북 문경시 농암면 화산리  35947 ]
[zipcode=]경북 문경시 농암면  35948 ]
[zipcode=]경북 문경시 동로면 간송리  35949 ]
[zipcode=]경북 문경시 동로면 노은1리  35950 ]
[zipcode=]경북 문경시 동로면 노은2리  35951 ]
[zipcode=]경북 문경시 동로면 노은3리  35952 ]
[zipcode=]경북 문경시 동로면 노은리  35953 ]
[zipcode=]경북 문경시 동로면 마광리  35954 ]
[zipcode=]경북 문경시 동로면 명전리  35955 ]
[zipcode=]경북 문경시 동로면 생달리  35956 ]
[zipcode=]경북 문경시 동로면 석항리  35957 ]
[zipcode=]경북 문경시 동로면 수평리  35958 ]
[zipcode=]경북 문경시 동로면 인곡리  35959 ]
[zipcode=]경북 문경시 동로면 적성1리  35960 ]
[zipcode=]경북 문경시 동로면 적성2리  35961 ]
[zipcode=]경북 문경시 동로면 적성3리  35962 ]
[zipcode=]경북 문경시 동로면 적성리  35963 ]
[zipcode=]경북 문경시 동로면  35964 ]
[zipcode=]경북 문경시 마성면 남호리  35965 ]
[zipcode=]경북 문경시 마성면 모곡리  35966 ]
[zipcode=]경북 문경시 마성면 상내리  35967 ]
[zipcode=]경북 문경시 마성면 신현리  35968 ]
[zipcode=]경북 문경시 마성면 오천리  35969 ]
[zipcode=]경북 문경시 마성면 외어1리  35970 ]
[zipcode=]경북 문경시 마성면 외어2리  35971 ]
[zipcode=]경북 문경시 마성면 외어3리  35972 ]
[zipcode=]경북 문경시 마성면 외어4리  35973 ]
[zipcode=]경북 문경시 마성면 외어리  35974 ]
[zipcode=]경북 문경시 마성면 정리  35975 ]
[zipcode=]경북 문경시 마성면 하내리  35976 ]
[zipcode=]경북 문경시 마성면  35977 ]
[zipcode=]경북 문경시 산북면 가곡리  35978 ]
[zipcode=]경북 문경시 산북면 가좌리  35979 ]
[zipcode=]경북 문경시 산북면 거산리  35980 ]
[zipcode=]경북 문경시 산북면 김용리  35981 ]
[zipcode=]경북 문경시 산북면 내화리  35982 ]
[zipcode=]경북 문경시 산북면 대상리  35983 ]
[zipcode=]경북 문경시 산북면 대하리  35984 ]
[zipcode=]경북 문경시 산북면 서중리  35985 ]
[zipcode=]경북 문경시 산북면 석봉리  35986 ]
[zipcode=]경북 문경시 산북면 소야리  35987 ]
[zipcode=]경북 문경시 산북면 약석리  35988 ]
[zipcode=]경북 문경시 산북면 우곡리  35989 ]
[zipcode=]경북 문경시 산북면 월천리  35990 ]
[zipcode=]경북 문경시 산북면 이곡리  35991 ]
[zipcode=]경북 문경시 산북면 전두리  35992 ]
[zipcode=]경북 문경시 산북면 종곡리  35993 ]
[zipcode=]경북 문경시 산북면 지내리  35994 ]
[zipcode=]경북 문경시 산북면 창구리  35995 ]
[zipcode=]경북 문경시 산북면 호암리  35996 ]
[zipcode=]경북 문경시 산북면 회룡리  35997 ]
[zipcode=]경북 문경시 산북면 흑송리  35998 ]
[zipcode=]경북 문경시 산북면  35999 ]
[zipcode=]경북 문경시 산양면 과곡리  36000 ]
[zipcode=]경북 문경시 산양면 녹문리  36001 ]
[zipcode=]경북 문경시 산양면 반곡리  36002 ]
[zipcode=]경북 문경시 산양면 봉정리  36003 ]
[zipcode=]경북 문경시 산양면 부암리  36004 ]
[zipcode=]경북 문경시 산양면 불암리  36005 ]
[zipcode=]경북 문경시 산양면 송죽리  36006 ]
[zipcode=]경북 문경시 산양면 신전리  36007 ]
[zipcode=]경북 문경시 산양면 연소리  36008 ]
[zipcode=]경북 문경시 산양면 우본리  36009 ]
[zipcode=]경북 문경시 산양면 위만리  36010 ]
[zipcode=]경북 문경시 산양면 존도리  36011 ]
[zipcode=]경북 문경시 산양면 진정리  36012 ]
[zipcode=]경북 문경시 산양면 평지리  36013 ]
[zipcode=]경북 문경시 산양면 현리  36014 ]
[zipcode=]경북 문경시 산양면 형천리  36015 ]
[zipcode=]경북 문경시 산양면  36016 ]
[zipcode=]경북 문경시 영순면 금림리  36017 ]
[zipcode=]경북 문경시 영순면 김용리  36018 ]
[zipcode=]경북 문경시 영순면 달지리  36019 ]
[zipcode=]경북 문경시 영순면 말응리  36020 ]
[zipcode=]경북 문경시 영순면 사근리  36021 ]
[zipcode=]경북 문경시 영순면 오룡리  36022 ]
[zipcode=]경북 문경시 영순면 왕태리  36023 ]
[zipcode=]경북 문경시 영순면 율곡리  36024 ]
[zipcode=]경북 문경시 영순면 의곡1리  36025 ]
[zipcode=]경북 문경시 영순면 의곡2리  36026 ]
[zipcode=]경북 문경시 영순면 의곡3리  36027 ]
[zipcode=]경북 문경시 영순면 의곡리  36028 ]
[zipcode=]경북 문경시 영순면 이목리  36029 ]
[zipcode=]경북 문경시 영순면 포내리  36030 ]
[zipcode=]경북 문경시 영순면  36031 ]
[zipcode=]경북 문경시 호계면 문경대학  36032 ]
[zipcode=]경북 문경시 호계면 가도리  36033 ]
[zipcode=]경북 문경시 호계면 견탄리  36034 ]
[zipcode=]경북 문경시 호계면 구산리  36035 ]
[zipcode=]경북 문경시 호계면 막곡리  36036 ]
[zipcode=]경북 문경시 호계면 별암리  36037 ]
[zipcode=]경북 문경시 호계면 봉서리  36038 ]
[zipcode=]경북 문경시 호계면 부곡리  36039 ]
[zipcode=]경북 문경시 호계면 선암리  36040 ]
[zipcode=]경북 문경시 호계면 우로리  36041 ]
[zipcode=]경북 문경시 호계면 지천리  36042 ]
[zipcode=]경북 문경시 호계면 호계리  36043 ]
[zipcode=]경북 문경시 호계면  36044 ]
[zipcode=]경북 문경시 문경우체국사서함  36045 ]
[zipcode=]경북 상주시 가장동 경북대학교상주캠퍼스  36046 ]
[zipcode=]경북 상주시 가장동  36047 ]
[zipcode=]경북 상주시 개운동  36048 ]
[zipcode=]경북 상주시 거동동  36049 ]
[zipcode=]경북 상주시 계산동 상산전자고등학교  36050 ]
[zipcode=]경북 상주시 계산동 상주여자상업고등학교  36051 ]
[zipcode=]경북 상주시 계산동 성신여자중고등학교  36052 ]
[zipcode=]경북 상주시 계산동  36053 ]
[zipcode=]경북 상주시 낙상동  36054 ]
[zipcode=]경북 상주시 낙양동 명지아파트  36055 ]
[zipcode=]경북 상주시 낙양동 상주공업고등학교  36056 ]
[zipcode=]경북 상주시 낙양동 상주남산중학교  36057 ]
[zipcode=]경북 상주시 낙양동 주공5단지아파트  36058 ]
[zipcode=]경북 상주시 낙양동 1∼200 36059 ]
[zipcode=]경북 상주시 낙양동 201∼400 36060 ]
[zipcode=]경북 상주시 낙양동  36061 ]
[zipcode=]경북 상주시 남성동 상주시청  36062 ]
[zipcode=]경북 상주시 남성동 1∼139 36063 ]
[zipcode=]경북 상주시 남성동 140∼285 36064 ]
[zipcode=]경북 상주시 남성동  36065 ]
[zipcode=]경북 상주시 남장동  36066 ]
[zipcode=]경북 상주시 남적동  36067 ]
[zipcode=]경북 상주시 냉림동 주공1단지아파트  36068 ]
[zipcode=]경북 상주시 냉림동 주공2단지아파트  36069 ]
[zipcode=]경북 상주시 냉림동 주공3단지아파트  36070 ]
[zipcode=]경북 상주시 냉림동 주공4단지아파트  36071 ]
[zipcode=]경북 상주시 냉림동  36072 ]
[zipcode=]경북 상주시 도남동  36073 ]
[zipcode=]경북 상주시 만산동  36074 ]
[zipcode=]경북 상주시 무양동 동보아파트  36075 ]
[zipcode=]경북 상주시 무양동 1∼100 36076 ]
[zipcode=]경북 상주시 무양동 101∼291 36077 ]
[zipcode=]경북 상주시 무양동  36078 ]
[zipcode=]경북 상주시 병성동  36079 ]
[zipcode=]경북 상주시 복룡동 상주여자고등학교  36080 ]
[zipcode=]경북 상주시 복룡동 우방아파트  36081 ]
[zipcode=]경북 상주시 복룡동  36082 ]
[zipcode=]경북 상주시 부원동  36083 ]
[zipcode=]경북 상주시 서곡동  36084 ]
[zipcode=]경북 상주시 서문동  36085 ]
[zipcode=]경북 상주시 서성동  36086 ]
[zipcode=]경북 상주시 성동동 경희아파트  36087 ]
[zipcode=]경북 상주시 성동동 성동백합맨션  36088 ]
[zipcode=]경북 상주시 성동동  36089 ]
[zipcode=]경북 상주시 성하동 상주경찰서  36090 ]
[zipcode=]경북 상주시 성하동 상주우체국  36091 ]
[zipcode=]경북 상주시 성하동  36092 ]
[zipcode=]경북 상주시 신봉동 동아아파트  36093 ]
[zipcode=]경북 상주시 신봉동 상주고등학교  36094 ]
[zipcode=]경북 상주시 신봉동 세영체시빌  36095 ]
[zipcode=]경북 상주시 신봉동 청구아파트  36096 ]
[zipcode=]경북 상주시 신봉동 현대아파트  36097 ]
[zipcode=]경북 상주시 신봉동  36098 ]
[zipcode=]경북 상주시 양촌동  36099 ]
[zipcode=]경북 상주시 연원동  36100 ]
[zipcode=]경북 상주시 오대동  36101 ]
[zipcode=]경북 상주시 외답동  36102 ]
[zipcode=]경북 상주시 인봉동  36103 ]
[zipcode=]경북 상주시 인평동  36104 ]
[zipcode=]경북 상주시 죽전동  36105 ]
[zipcode=]경북 상주시 중덕동  36106 ]
[zipcode=]경북 상주시 지천동  36107 ]
[zipcode=]경북 상주시 초산동  36108 ]
[zipcode=]경북 상주시 헌신동  36109 ]
[zipcode=]경북 상주시 화개동  36110 ]
[zipcode=]경북 상주시 화산동  36111 ]
[zipcode=]경북 상주시 흥각동  36112 ]
[zipcode=]경북 상주시 함창읍 교촌리  36113 ]
[zipcode=]경북 상주시 함창읍 구향리  36114 ]
[zipcode=]경북 상주시 함창읍 금곡리  36115 ]
[zipcode=]경북 상주시 함창읍 나한리  36116 ]
[zipcode=]경북 상주시 함창읍 대조리  36117 ]
[zipcode=]경북 상주시 함창읍 덕통리  36118 ]
[zipcode=]경북 상주시 함창읍 신덕리  36119 ]
[zipcode=]경북 상주시 함창읍 신흥리  36120 ]
[zipcode=]경북 상주시 함창읍 오동리  36121 ]
[zipcode=]경북 상주시 함창읍 오사리  36122 ]
[zipcode=]경북 상주시 함창읍 윤직리  36123 ]
[zipcode=]경북 상주시 함창읍 증촌리  36124 ]
[zipcode=]경북 상주시 함창읍 척동리  36125 ]
[zipcode=]경북 상주시 함창읍 태봉리  36126 ]
[zipcode=]경북 상주시 함창읍 하갈리  36127 ]
[zipcode=]경북 상주시 함창읍  36128 ]
[zipcode=]경북 상주시 공검면 동막리  36129 ]
[zipcode=]경북 상주시 공검면 병암리  36130 ]
[zipcode=]경북 상주시 공검면 부곡리  36131 ]
[zipcode=]경북 상주시 공검면 양정리  36132 ]
[zipcode=]경북 상주시 공검면 역곡리  36133 ]
[zipcode=]경북 상주시 공검면 예주리  36134 ]
[zipcode=]경북 상주시 공검면 오태리  36135 ]
[zipcode=]경북 상주시 공검면 율곡리  36136 ]
[zipcode=]경북 상주시 공검면 중소리  36137 ]
[zipcode=]경북 상주시 공검면 지평리  36138 ]
[zipcode=]경북 상주시 공검면 화동리  36139 ]
[zipcode=]경북 상주시 공검면  36140 ]
[zipcode=]경북 상주시 공성면 거창리  36141 ]
[zipcode=]경북 상주시 공성면 금계리  36142 ]
[zipcode=]경북 상주시 공성면 도곡리  36143 ]
[zipcode=]경북 상주시 공성면 무곡리  36144 ]
[zipcode=]경북 상주시 공성면 봉산리  36145 ]
[zipcode=]경북 상주시 공성면 산현리  36146 ]
[zipcode=]경북 상주시 공성면 신곡리  36147 ]
[zipcode=]경북 상주시 공성면 영오리  36148 ]
[zipcode=]경북 상주시 공성면 오광리  36149 ]
[zipcode=]경북 상주시 공성면 옥산리  36150 ]
[zipcode=]경북 상주시 공성면 용신리  36151 ]
[zipcode=]경북 상주시 공성면 용안리  36152 ]
[zipcode=]경북 상주시 공성면 우하리  36153 ]
[zipcode=]경북 상주시 공성면 이화리  36154 ]
[zipcode=]경북 상주시 공성면 인창리  36155 ]
[zipcode=]경북 상주시 공성면 장동리  36156 ]
[zipcode=]경북 상주시 공성면 초오리  36157 ]
[zipcode=]경북 상주시 공성면 평천리  36158 ]
[zipcode=]경북 상주시 공성면 효곡리  36159 ]
[zipcode=]경북 상주시 공성면  36160 ]
[zipcode=]경북 상주시 낙동면 구잠리  36161 ]
[zipcode=]경북 상주시 낙동면 낙동리  36162 ]
[zipcode=]경북 상주시 낙동면 내곡리  36163 ]
[zipcode=]경북 상주시 낙동면 물량리  36164 ]
[zipcode=]경북 상주시 낙동면 분황리  36165 ]
[zipcode=]경북 상주시 낙동면 비룡리  36166 ]
[zipcode=]경북 상주시 낙동면 상촌리  36167 ]
[zipcode=]경북 상주시 낙동면 성동리  36168 ]
[zipcode=]경북 상주시 낙동면 수정리  36169 ]
[zipcode=]경북 상주시 낙동면 승곡리  36170 ]
[zipcode=]경북 상주시 낙동면 신상리  36171 ]
[zipcode=]경북 상주시 낙동면 신오리  36172 ]
[zipcode=]경북 상주시 낙동면 용포리  36173 ]
[zipcode=]경북 상주시 낙동면 운평리  36174 ]
[zipcode=]경북 상주시 낙동면 유곡리  36175 ]
[zipcode=]경북 상주시 낙동면 장곡리  36176 ]
[zipcode=]경북 상주시 낙동면 화산리  36177 ]
[zipcode=]경북 상주시 낙동면  36178 ]
[zipcode=]경북 상주시 내서면 고곡리  36179 ]
[zipcode=]경북 상주시 내서면 낙서리  36180 ]
[zipcode=]경북 상주시 내서면 노류리  36181 ]
[zipcode=]경북 상주시 내서면 능암리  36182 ]
[zipcode=]경북 상주시 내서면 북장리  36183 ]
[zipcode=]경북 상주시 내서면 서만리  36184 ]
[zipcode=]경북 상주시 내서면 서원리  36185 ]
[zipcode=]경북 상주시 내서면 신촌리  36186 ]
[zipcode=]경북 상주시 내서면 평지리  36187 ]
[zipcode=]경북 상주시 내서면  36188 ]
[zipcode=]경북 상주시 모동면 금천리  36189 ]
[zipcode=]경북 상주시 모동면 덕곡리  36190 ]
[zipcode=]경북 상주시 모동면 반계리  36191 ]
[zipcode=]경북 상주시 모동면 상판리  36192 ]
[zipcode=]경북 상주시 모동면 수봉리  36193 ]
[zipcode=]경북 상주시 모동면 신천리  36194 ]
[zipcode=]경북 상주시 모동면 신흥리  36195 ]
[zipcode=]경북 상주시 모동면 용호리  36196 ]
[zipcode=]경북 상주시 모동면 이동리  36197 ]
[zipcode=]경북 상주시 모동면 정양리  36198 ]
[zipcode=]경북 상주시 모동면  36199 ]
[zipcode=]경북 상주시 모서면 가막리  36200 ]
[zipcode=]경북 상주시 모서면 대포리  36201 ]
[zipcode=]경북 상주시 모서면 도안리  36202 ]
[zipcode=]경북 상주시 모서면 득수리  36203 ]
[zipcode=]경북 상주시 모서면 백학리  36204 ]
[zipcode=]경북 상주시 모서면 삼포리  36205 ]
[zipcode=]경북 상주시 모서면 석산리  36206 ]
[zipcode=]경북 상주시 모서면 소정리  36207 ]
[zipcode=]경북 상주시 모서면 정산리  36208 ]
[zipcode=]경북 상주시 모서면 지산리  36209 ]
[zipcode=]경북 상주시 모서면 호음리  36210 ]
[zipcode=]경북 상주시 모서면 화현리  36211 ]
[zipcode=]경북 상주시 모서면  36212 ]
[zipcode=]경북 상주시 사벌면 금흔리  36213 ]
[zipcode=]경북 상주시 사벌면 덕가리  36214 ]
[zipcode=]경북 상주시 사벌면 덕담리  36215 ]
[zipcode=]경북 상주시 사벌면 두릉리  36216 ]
[zipcode=]경북 상주시 사벌면 매협리  36217 ]
[zipcode=]경북 상주시 사벌면 매호리  36218 ]
[zipcode=]경북 상주시 사벌면 목가리  36219 ]
[zipcode=]경북 상주시 사벌면 묵상리  36220 ]
[zipcode=]경북 상주시 사벌면 묵하리  36221 ]
[zipcode=]경북 상주시 사벌면 삼덕리  36222 ]
[zipcode=]경북 상주시 사벌면 엄암리  36223 ]
[zipcode=]경북 상주시 사벌면 용담리  36224 ]
[zipcode=]경북 상주시 사벌면 원흥리  36225 ]
[zipcode=]경북 상주시 사벌면 퇴강리  36226 ]
[zipcode=]경북 상주시 사벌면 화달리  36227 ]
[zipcode=]경북 상주시 사벌면  36228 ]
[zipcode=]경북 상주시 외남면 구서리  36229 ]
[zipcode=]경북 상주시 외남면 소상리  36230 ]
[zipcode=]경북 상주시 외남면 소은리  36231 ]
[zipcode=]경북 상주시 외남면 송지리  36232 ]
[zipcode=]경북 상주시 외남면 신상리  36233 ]
[zipcode=]경북 상주시 외남면 신촌리  36234 ]
[zipcode=]경북 상주시 외남면 지사리  36235 ]
[zipcode=]경북 상주시 외남면 흔평리  36236 ]
[zipcode=]경북 상주시 외남면  36237 ]
[zipcode=]경북 상주시 외서면 가곡리  36238 ]
[zipcode=]경북 상주시 외서면 개곡리  36239 ]
[zipcode=]경북 상주시 외서면 관동리  36240 ]
[zipcode=]경북 상주시 외서면 관현리  36241 ]
[zipcode=]경북 상주시 외서면 대전리  36242 ]
[zipcode=]경북 상주시 외서면 백전리  36243 ]
[zipcode=]경북 상주시 외서면 봉강리  36244 ]
[zipcode=]경북 상주시 외서면 연봉리  36245 ]
[zipcode=]경북 상주시 외서면 예의리  36246 ]
[zipcode=]경북 상주시 외서면 우산리  36247 ]
[zipcode=]경북 상주시 외서면 이천리  36248 ]
[zipcode=]경북 상주시 외서면 이촌리  36249 ]
[zipcode=]경북 상주시 외서면  36250 ]
[zipcode=]경북 상주시 은척면 남곡리  36251 ]
[zipcode=]경북 상주시 은척면 두곡리  36252 ]
[zipcode=]경북 상주시 은척면 무릉리  36253 ]
[zipcode=]경북 상주시 은척면 문암리  36254 ]
[zipcode=]경북 상주시 은척면 봉상리  36255 ]
[zipcode=]경북 상주시 은척면 봉중리  36256 ]
[zipcode=]경북 상주시 은척면 우기리  36257 ]
[zipcode=]경북 상주시 은척면 장암리  36258 ]
[zipcode=]경북 상주시 은척면 하흘리  36259 ]
[zipcode=]경북 상주시 은척면 황령리  36260 ]
[zipcode=]경북 상주시 은척면  36261 ]
[zipcode=]경북 상주시 이안면 가장리  36262 ]
[zipcode=]경북 상주시 이안면 구미리  36263 ]
[zipcode=]경북 상주시 이안면 대현리  36264 ]
[zipcode=]경북 상주시 이안면 문창리  36265 ]
[zipcode=]경북 상주시 이안면 소암리  36266 ]
[zipcode=]경북 상주시 이안면 아천리  36267 ]
